epoch,avgSAD,loss,maxSAD,myAcc
0,106.04884338378906,0.0375673770904541,264.060546875,9.238719940185547e-06
1,70.45426940917969,0.019460881128907204,240.81640625,2.110004425048828e-05
2,41.12950897216797,0.0070639727637171745,183.66015625,3.9577484130859375e-05
3,30.35125160217285,0.0035585868172347546,130.2138671875,6.288290023803711e-05
4,23.636333465576172,0.001878349925391376,96.7197265625,0.00015431642532348633
5,22.034929275512695,0.00159780727699399,87.49609375,0.00021594762802124023
6,19.241910934448242,0.0011892595794051886,81.6845703125,0.00031560659408569336
7,16.54672622680664,0.0008791445870883763,73.619140625,0.0004960894584655762
8,14.717138290405273,0.0007009068503975868,68.7080078125,0.0007332563400268555
9,13.627760887145996,0.0006005507311783731,66.4609375,0.0007203221321105957
10,13.073949813842773,0.0005518749821931124,65.3662109375,0.0007874965667724609
11,12.877450942993164,0.0005349068087525666,65.0869140625,0.0007913708686828613
12,13.69366455078125,0.0006669546710327268,66.8447265625,0.0007796883583068848
13,12.186405181884766,0.00047717877896502614,64.7626953125,0.0008420348167419434
14,12.127635955810547,0.00047723931493237615,63.9423828125,0.0008806586265563965
15,12.54765510559082,0.0005148306372575462,63.5126953125,0.0009376406669616699
16,11.397920608520508,0.00041830033296719193,62.4443359375,0.001232147216796875
17,10.937335014343262,0.0003850609646178782,60.9990234375,0.001431584358215332
18,9.936452865600586,0.00031680596293881536,59.208984375,0.0017843246459960938
19,9.624836921691895,0.00029730971436947584,57.0263671875,0.002129673957824707
20,9.373736381530762,0.00028189303702674806,54.9365234375,0.0024653077125549316
21,9.186371803283691,0.0002705598308239132,53.478515625,0.0026646852493286133
22,9.058616638183594,0.0002628827642183751,52.353515625,0.0027434825897216797
23,8.99619197845459,0.00025916879530996084,51.8134765625,0.0027634501457214355
24,10.884611129760742,0.0005308575346134603,55.7060546875,0.002285301685333252
25,8.921628952026367,0.0002550716162659228,51.12109375,0.0028884410858154297
26,8.812419891357422,0.000248628668487072,49.8837890625,0.0028010010719299316
27,8.699397087097168,0.00024204072542488575,48.5224609375,0.002841055393218994
28,8.568999290466309,0.00023458380019292235,47.3466796875,0.002923309803009033
29,8.428359031677246,0.00022661880939267576,46.318359375,0.0030364394187927246
30,9.212352752685547,0.00028914707945659757,46.7724609375,0.002596914768218994
31,9.340786933898926,0.0002956727403216064,46.61328125,0.002438783645629883
32,8.905694961547852,0.0002619782171677798,45.9580078125,0.0026971101760864258
33,8.329854011535645,0.00022738588450010866,45.5390625,0.0031881332397460938
34,8.31048583984375,0.00022595355403609574,45.33984375,0.003161609172821045
35,7.884629249572754,0.00020116937230341136,45.0322265625,0.003551781177520752
36,7.496844291687012,0.00018070524674840271,44.5888671875,0.004144728183746338
37,7.612457275390625,0.0001867826358648017,44.2578125,0.0039034485816955566
38,7.126939296722412,0.00016307574696838856,43.7451171875,0.004837751388549805
39,7.206051826477051,0.0001666294119786471,43.3857421875,0.004573166370391846
40,6.9764204025268555,0.0001565624406794086,43.0439453125,0.005130469799041748
41,6.944496154785156,0.00015490714577026665,42.7392578125,0.00503307580947876
42,6.798721790313721,0.00014895375352352858,42.5341796875,0.005326569080352783
43,6.722967147827148,0.0001458122715121135,42.19921875,0.005443692207336426
44,6.655240058898926,0.000143035504152067,41.9873046875,0.005547940731048584
45,6.601237773895264,0.0001408332900609821,41.630859375,0.00561368465423584
46,6.562501907348633,0.00013926668907515705,41.5869140625,0.005647540092468262
47,6.537137508392334,0.0001382435584673658,41.53515625,0.005692481994628906
48,6.524764537811279,0.00013774594117421657,41.484375,0.005706131458282471
49,8.07903003692627,0.00029944724519737065,44.509765625,0.004762172698974609
50,6.509169578552246,0.00013733778905589134,41.724609375,0.005693614482879639
51,6.475386142730713,0.00013585708802565932,41.5390625,0.005685329437255859
52,6.443881988525391,0.00013453332940116525,41.2607421875,0.00574338436126709
53,6.407419204711914,0.00013304369349498302,41.0048828125,0.005813479423522949
54,8.108407974243164,0.0002368356508668512,42.4228515625,0.003349781036376953
55,7.194765090942383,0.00017937476513907313,42.064453125,0.004456639289855957
56,7.244819641113281,0.00018422986613586545,42.0234375,0.004517674446105957
57,7.604126453399658,0.0002005075803026557,42.38671875,0.003973782062530518
58,6.570882320404053,0.00014558185648638755,41.2646484375,0.005545616149902344
59,7.088470458984375,0.0001754198456183076,41.412109375,0.004821360111236572
60,6.824090480804443,0.00015875905228313059,41.236328125,0.0051190853118896484
61,6.995109558105469,0.00016729893104638904,40.9189453125,0.0047675371170043945
62,6.571516990661621,0.0001464477536501363,40.5771484375,0.005847334861755371
63,6.636634826660156,0.00014936208026483655,40.2958984375,0.005700051784515381
64,6.269557476043701,0.00013078459596727043,39.904296875,0.006588399410247803
65,6.361011028289795,0.00013548461720347404,39.52734375,0.006409883499145508
66,6.578376770019531,0.0001451059797545895,39.5771484375,0.005583822727203369
67,6.208638668060303,0.00012905948096886277,39.0458984375,0.006732583045959473
68,6.352151870727539,0.0001348405930912122,38.880859375,0.006320774555206299
69,6.552159786224365,0.0001429734838893637,38.7421875,0.0055443644523620605
70,6.024910926818848,0.00011960025585722178,38.283203125,0.007170975208282471
71,5.901258945465088,0.00011564426677068695,37.923828125,0.007691860198974609
72,5.9883856773376465,0.00011787626863224432,37.5888671875,0.007201671600341797
73,5.820197105407715,0.0001114074548240751,37.142578125,0.008005201816558838
74,5.915494918823242,0.00011521742271725088,36.974609375,0.0075661540031433105
75,5.708830833435059,0.00010740634752437472,36.62890625,0.008469998836517334
76,5.599062919616699,0.00010306946933269501,36.171875,0.008917450904846191
77,5.677798271179199,0.00010550503066042438,35.9853515625,0.008458316326141357
78,5.572813987731934,0.00010192458285018802,35.736328125,0.00904083251953125
79,5.451282501220703,9.760858665686101e-05,35.390625,0.009725630283355713
80,5.528292179107666,0.00010016059968620539,35.119140625,0.009228765964508057
81,5.415506839752197,9.630809654481709e-05,34.765625,0.00978928804397583
82,5.34472131729126,9.408986079506576e-05,34.537109375,0.01026773452758789
83,5.273080348968506,9.172291902359575e-05,34.37890625,0.010826408863067627
84,5.263066291809082,9.135397704085335e-05,34.08984375,0.010883867740631104
85,5.222858428955078,9.004697494674474e-05,33.8095703125,0.011108100414276123
86,5.174803733825684,8.854993211571127e-05,33.6630859375,0.011525452136993408
87,5.16221284866333,8.810243889456615e-05,33.3564453125,0.011608123779296875
88,5.139023780822754,8.737514144740999e-05,33.3349609375,0.011837899684906006
89,5.096796035766602,8.609155338490382e-05,33.1337890625,0.012208104133605957
90,5.081303596496582,8.558662375435233e-05,32.8583984375,0.012393295764923096
91,5.04952335357666,8.464336860924959e-05,32.6904296875,0.012621641159057617
92,5.032808303833008,8.410574082517996e-05,32.607421875,0.012781500816345215
93,5.017792701721191,8.363269444089383e-05,32.5,0.012902140617370605
94,5.004050254821777,8.320634515257552e-05,32.3740234375,0.013024449348449707
95,4.9932098388671875,8.28716583782807e-05,32.298828125,0.013142645359039307
96,4.985006809234619,8.261761104222387e-05,32.23828125,0.013221979141235352
97,4.979783058166504,8.245799108408391e-05,32.1357421875,0.013274848461151123
98,4.977048873901367,8.237855217885226e-05,32.2314453125,0.013299763202667236
99,5.940634727478027,0.00013994192704558372,34.0791015625,0.01124650239944458
100,4.966407775878906,8.212776447180659e-05,32.3193359375,0.013437926769256592
101,5.183664798736572,9.293417679145932e-05,32.3671875,0.012521743774414062
102,5.620528221130371,0.00011497865489218384,33.0263671875,0.01063084602355957
103,5.626214027404785,0.000114309077616781,33.2255859375,0.010507702827453613
104,6.443018913269043,0.00014907418517395854,34.3056640625,0.00717395544052124
105,6.292651176452637,0.0001404896902386099,34.275390625,0.007409274578094482
106,6.764126300811768,0.00016351898375432938,35.3369140625,0.0062691569328308105
107,5.691504001617432,0.00011294356954749674,33.791015625,0.010329484939575195
108,5.578625202178955,0.00010866761294892058,33.5244140625,0.010952949523925781
109,5.905426979064941,0.00011840378283523023,33.720703125,0.00917595624923706
110,5.932255268096924,0.0001234376395586878,33.935546875,0.009470164775848389
111,5.8409600257873535,0.00011712075502146035,33.7158203125,0.010068535804748535
112,5.895504474639893,0.00012194077135063708,33.3994140625,0.008975863456726074
113,5.682104110717773,0.0001104038383346051,33.2333984375,0.010150253772735596
114,5.609219074249268,0.00010880788613576442,32.8291015625,0.010864675045013428
115,5.763891220092773,0.00011232580436626449,33.1318359375,0.009653925895690918
116,5.389537334442139,9.901631710818037e-05,32.3388671875,0.011776089668273926
117,5.822041988372803,0.00011605002509895712,32.5751953125,0.009128034114837646
118,5.7452287673950195,0.00011175971303600818,32.6025390625,0.009376823902130127
119,5.347588539123535,9.674921602709219e-05,31.923828125,0.012083172798156738
120,5.500711917877197,0.00010440124606247991,31.642578125,0.011746823787689209
121,5.898109436035156,0.00011307257955195382,32.3212890625,0.00801151990890503
122,5.451742172241211,9.929787483997643e-05,31.4873046875,0.01038813591003418
123,5.201006889343262,9.072005923371762e-05,30.99609375,0.012379825115203857
124,5.009742736816406,8.385303954128176e-05,30.333984375,0.014456689357757568
125,5.104508876800537,8.748099935473874e-05,30.2109375,0.013847053050994873
126,4.890142440795898,8.086356683634222e-05,29.7919921875,0.016165077686309814
127,5.075660228729248,8.696226723259315e-05,29.7421875,0.013949334621429443
128,5.021117210388184,8.346604590769857e-05,29.353515625,0.01388627290725708
129,5.08266019821167,8.675533172208816e-05,29.3427734375,0.013422846794128418
130,4.882920265197754,8.0302452261094e-05,28.990234375,0.015358388423919678
131,4.906585693359375,8.053393685258925e-05,28.841796875,0.015038549900054932
132,4.891963481903076,7.971858576638624e-05,28.6357421875,0.014525890350341797
133,4.953901290893555,8.151366637321189e-05,28.703125,0.014207065105438232
134,4.9477033615112305,8.121068822219968e-05,28.4306640625,0.013392984867095947
135,4.673070907592773,7.315081893466413e-05,28.0380859375,0.016871631145477295
136,4.769347190856934,7.602118421345949e-05,28.0068359375,0.016651511192321777
137,4.676436424255371,7.257709512487054e-05,27.814453125,0.01672309637069702
138,4.513950347900391,6.833332008682191e-05,27.3359375,0.01894897222518921
139,4.45803165435791,6.664165994152427e-05,27.306640625,0.019933104515075684
